Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Downtown Main Store,Quality Foods Ltd.,2026-01-15,Highlighters 6-Pack,Unit,61,4.84,BATCH-23426,,INV-407589,
South Bay Store,Eco-Friendly Suppliers,2026-01-25,Highlighters 6-Pack,Unit,67,4.78,BATCH-86173,,INV-987381,
South Bay Store,FreshFarm Wholesale Co.,2026-01-23,Highlighters 6-Pack,Unit,114,5.31,BATCH-38431,,INV-158758,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2026-01-16,Stapler with Staples,Unit,57,5.07,BATCH-34720,,INV-167938,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2025-11-14,Stapler with Staples,Unit,77,6.38,BATCH-22285,,INV-296611,Quality checked and approved
Westside Mall Branch,Prime Importers,2025-12-22,Stapler with Staples,Unit,53,5.67,BATCH-19575,,INV-606416,Quality checked and approved
Downtown Main Store,Premium Grocers Supply,2026-01-03,Stapler with Staples,Unit,57,6.16,BATCH-81228,,INV-727458,Rush delivery
Northpoint Outlet,Premium Grocers Supply,2025-12-24,Stapler with Staples,Unit,71,5.51,BATCH-61655,,INV-443853,
Northpoint Outlet,Prime Importers,2026-01-06,Stapler with Staples,Unit,45,5.74,BATCH-74984,,INV-496116,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2026-01-25,Scissors 8-inch,Unit,94,4.28,BATCH-48942,,INV-645002,Rush delivery
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-19,Scissors 8-inch,Unit,57,3.54,BATCH-95424,,INV-981759,
Westside Mall Branch,Express Distribution Co.,2026-01-23,Scissors 8-inch,Unit,59,3.55,BATCH-38164,,INV-602807,Quality checked and approved
Eastgate Shopping Center,Bulk Foods Warehouse,2025-12-21,Scissors 8-inch,Unit,72,3.89,BATCH-89289,,INV-939108,Rush delivery
Eastgate Shopping Center,Premium Grocers Supply,2026-01-11,Scissors 8-inch,Unit,91,3.92,BATCH-35467,,INV-342904,
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-25,Scissors 8-inch,Unit,91,3.57,BATCH-77301,,INV-322365,
Northpoint Outlet,Quality Foods Ltd.,2025-12-10,Scissors 8-inch,Unit,30,3.41,BATCH-47370,,INV-132792,Quality checked and approved
Northpoint Outlet,Express Distribution Co.,2025-11-20,Scissors 8-inch,Unit,48,4.07,BATCH-87796,,INV-831946,Promotional stock
Northpoint Outlet,Express Distribution Co.,2026-01-29,Scissors 8-inch,Unit,53,4.34,BATCH-95280,,INV-910103,
South Bay Store,Express Distribution Co.,2025-11-11,Scissors 8-inch,Unit,43,4.38,BATCH-70047,,INV-463693,Rush delivery
South Bay Store,Global Food Distributors,2025-12-20,Scissors 8-inch,Unit,67,3.81,BATCH-20457,,INV-217007,
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-26,Tape Dispenser with Tape,Unit,80,4.53,BATCH-86889,,INV-711195,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2025-11-27,Tape Dispenser with Tape,Unit,74,4.73,BATCH-58252,,INV-753462,
Downtown Main Store,Eco-Friendly Suppliers,2025-11-10,Tape Dispenser with Tape,Unit,33,4.76,BATCH-62503,,INV-414857,
South Bay Store,Eco-Friendly Suppliers,2025-12-07,Tape Dispenser with Tape,Unit,69,4.37,BATCH-31206,,INV-554774,
South Bay Store,Global Food Distributors,2025-12-24,Tape Dispenser with Tape,Unit,74,4.77,BATCH-21897,,INV-410981,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-14,Tape Dispenser with Tape,Unit,57,4.76,BATCH-37262,,INV-130367,
Downtown Main Store,Global Food Distributors,2026-01-14,File Folders 25-Pack,Unit,68,6.73,BATCH-64763,,INV-473918,Quality checked and approved
Westside Mall Branch,Premium Grocers Supply,2026-01-06,File Folders 25-Pack,Unit,70,6.52,BATCH-10162,,INV-406320,Seasonal inventory
Westside Mall Branch,Bulk Foods Warehouse,2026-01-21,File Folders 25-Pack,Unit,53,6.14,BATCH-26688,,INV-281738,Seasonal inventory
South Bay Store,Global Food Distributors,2026-01-13,File Folders 25-Pack,Unit,59,6.23,BATCH-29543,,INV-473300,Quality checked and approved
South Bay Store,FreshFarm Wholesale Co.,2026-01-05,File Folders 25-Pack,Unit,70,7,BATCH-40399,,INV-810066,Seasonal inventory
South Bay Store,Express Distribution Co.,2025-11-08,File Folders 25-Pack,Unit,44,7.59,BATCH-53773,,INV-581412,Quality checked and approved
Northpoint Outlet,Mega Suppliers Inc.,2026-01-16,File Folders 25-Pack,Unit,20,6.77,BATCH-72234,,INV-726800,Rush delivery
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-27,File Folders 25-Pack,Unit,45,7.67,BATCH-31317,,INV-841270,Rush delivery
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-13,File Folders 25-Pack,Unit,26,6.75,BATCH-98701,,INV-467108,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2026-01-04,Markers 12-Pack,Unit,80,6.01,BATCH-60031,,INV-576620,
Downtown Main Store,Bulk Foods Warehouse,2025-12-04,Markers 12-Pack,Unit,92,6.34,BATCH-93305,,INV-681727,Promotional stock
Downtown Main Store,Eco-Friendly Suppliers,2025-12-10,Markers 12-Pack,Unit,72,5.88,BATCH-10560,,INV-559953,Promotional stock
Westside Mall Branch,Regional Supply Chain,2025-12-23,Markers 12-Pack,Unit,59,6.95,BATCH-67846,,INV-131435,Seasonal inventory
Westside Mall Branch,Bulk Foods Warehouse,2025-11-18,Markers 12-Pack,Unit,38,7.11,BATCH-43567,,INV-136633,Rush delivery
Northpoint Outlet,Regional Supply Chain,2025-11-27,Markers 12-Pack,Unit,105,7.15,BATCH-28123,,INV-354604,Promotional stock
Northpoint Outlet,Regional Supply Chain,2025-12-18,Markers 12-Pack,Unit,32,6.43,BATCH-50837,,INV-156796,Quality checked and approved
South Bay Store,Mega Suppliers Inc.,2025-12-26,Markers 12-Pack,Unit,101,6.63,BATCH-51601,,INV-640755,Rush delivery
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-11-26,Markers 12-Pack,Unit,64,6.98,BATCH-15096,,INV-204535,
Northpoint Outlet,Global Food Distributors,2026-01-12,Pencils 12-Pack,Unit,135,3.35,BATCH-43224,,INV-122204,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2025-11-13,Pencils 12-Pack,Unit,147,3.13,BATCH-37903,,INV-891646,Rush delivery
South Bay Store,Prime Importers,2025-12-13,Pencils 12-Pack,Unit,131,3.13,BATCH-34123,,INV-711526,Quality checked and approved
South Bay Store,Prime Importers,2025-11-14,Pencils 12-Pack,Unit,84,3.64,BATCH-10575,,INV-394562,
South Bay Store,Mega Suppliers Inc.,2025-12-11,Pencils 12-Pack,Unit,154,3.66,BATCH-77848,,INV-124794,
Westside Mall Branch,Bulk Foods Warehouse,2025-12-24,Pencils 12-Pack,Unit,150,3.61,BATCH-36094,,INV-201876,Quality checked and approved
Westside Mall Branch,Global Food Distributors,2026-01-09,Pencils 12-Pack,Unit,147,3.15,BATCH-31358,,INV-463149,Promotional stock
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-29,Pencils 12-Pack,Unit,64,3.85,BATCH-66897,,INV-153443,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-30,T-Shirt Cotton White M,Unit,75,9.91,BATCH-28648,,INV-597437,Promotional stock
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-03,T-Shirt Cotton White M,Unit,80,10.81,BATCH-70022,,INV-187734,
Northpoint Outlet,Global Food Distributors,2026-01-04,T-Shirt Cotton White M,Unit,60,9.11,BATCH-84478,,INV-721640,Rush delivery
Westside Mall Branch,Eco-Friendly Suppliers,2025-12-08,T-Shirt Cotton White M,Unit,73,11.58,BATCH-82086,,INV-513971,
Westside Mall Branch,Quality Foods Ltd.,2025-12-16,T-Shirt Cotton White M,Unit,55,9.9,BATCH-45808,,INV-911150,
Westside Mall Branch,FreshFarm Wholesale Co.,2025-11-28,T-Shirt Cotton White M,Unit,62,10.36,BATCH-95589,,INV-421926,Promotional stock
South Bay Store,Prime Importers,2026-02-02,T-Shirt Cotton Black L,Unit,32,10.65,BATCH-26712,,INV-526597,Quality checked and approved
South Bay Store,Regional Supply Chain,2025-11-19,T-Shirt Cotton Black L,Unit,30,10.54,BATCH-22010,,INV-139917,Rush delivery
Eastgate Shopping Center,Prime Importers,2026-01-27,T-Shirt Cotton Black L,Unit,89,11.77,BATCH-21371,,INV-306332,Seasonal inventory
Downtown Main Store,Global Food Distributors,2025-11-09,T-Shirt Cotton Black L,Unit,58,10.59,BATCH-33934,,INV-107969,
Downtown Main Store,Bulk Foods Warehouse,2026-01-04,T-Shirt Cotton Black L,Unit,42,10.68,BATCH-70408,,INV-688564,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-16,T-Shirt Cotton Black L,Unit,87,11.27,BATCH-18227,,INV-319228,
Northpoint Outlet,Express Distribution Co.,2025-12-07,T-Shirt Cotton Black L,Unit,105,11.61,BATCH-20464,,INV-154111,Promotional stock
Westside Mall Branch,Global Food Distributors,2026-01-15,T-Shirt Cotton Black L,Unit,46,11.97,BATCH-67211,,INV-829083,Promotional stock
Westside Mall Branch,Mega Suppliers Inc.,2026-01-02,T-Shirt Cotton Black L,Unit,40,10.56,BATCH-53069,,INV-419558,Seasonal inventory
Downtown Main Store,Global Food Distributors,2025-12-01,Jeans Blue Size 32,Unit,70,30.39,BATCH-69183,,INV-388815,Promotional stock
Downtown Main Store,Quality Foods Ltd.,2026-01-21,Jeans Blue Size 32,Unit,30,28.75,BATCH-91582,,INV-721442,
Eastgate Shopping Center,Global Food Distributors,2026-01-02,Jeans Blue Size 32,Unit,59,31.72,BATCH-64357,,INV-231352,Rush delivery
Eastgate Shopping Center,Global Food Distributors,2026-01-21,Jeans Blue Size 32,Unit,48,25.34,BATCH-19480,,INV-179003,Promotional stock
Eastgate Shopping Center,Premium Grocers Supply,2026-01-21,Jeans Blue Size 32,Unit,34,31.55,BATCH-42277,,INV-643661,Promotional stock
South Bay Store,FreshFarm Wholesale Co.,2025-11-30,Jeans Blue Size 32,Unit,29,30.35,BATCH-73478,,INV-281005,Seasonal inventory
South Bay Store,Express Distribution Co.,2025-12-18,Jeans Blue Size 32,Unit,54,27.23,BATCH-14289,,INV-366679,
South Bay Store,Express Distribution Co.,2026-01-07,Jeans Blue Size 32,Unit,56,26.84,BATCH-36474,,INV-356266,Promotional stock
South Bay Store,Global Food Distributors,2025-11-08,Hoodie Gray L,Unit,54,27.4,BATCH-43814,,INV-641909,Rush delivery
South Bay Store,Eco-Friendly Suppliers,2026-01-22,Hoodie Gray L,Unit,29,27.97,BATCH-54468,,INV-539176,
South Bay Store,Mega Suppliers Inc.,2025-12-16,Hoodie Gray L,Unit,47,25.22,BATCH-63925,,INV-261040,Seasonal inventory
Northpoint Outlet,Quality Foods Ltd.,2025-11-06,Hoodie Gray L,Unit,25,27.81,BATCH-83395,,INV-392739,Rush delivery
Northpoint Outlet,Premium Grocers Supply,2025-11-28,Hoodie Gray L,Unit,36,24.17,BATCH-42730,,INV-113390,Promotional stock
Northpoint Outlet,Regional Supply Chain,2026-02-01,Hoodie Gray L,Unit,78,22.01,BATCH-29416,,INV-276316,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-25,Hoodie Gray L,Unit,55,26.82,BATCH-74782,,INV-304881,Rush delivery
Downtown Main Store,Mega Suppliers Inc.,2025-12-29,Hoodie Gray L,Unit,36,23.27,BATCH-22982,,INV-262362,Rush delivery
Eastgate Shopping Center,FreshFarm Wholesale Co.,2025-12-14,Hoodie Gray L,Unit,32,27.6,BATCH-43340,,INV-254546,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-12-25,Hoodie Gray L,Unit,71,27.26,BATCH-82895,,INV-190171,Seasonal inventory
Northpoint Outlet,Prime Importers,2025-12-23,Dress Shirt White M,Unit,21,22.59,BATCH-86597,,INV-583075,Quality checked and approved
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-03,Dress Shirt White M,Unit,47,19.91,BATCH-31178,,INV-631181,
South Bay Store,Quality Foods Ltd.,2025-12-02,Dress Shirt White M,Unit,51,20.68,BATCH-11086,,INV-965909,
South Bay Store,Express Distribution Co.,2025-12-20,Dress Shirt White M,Unit,32,18.84,BATCH-92829,,INV-402032,Rush delivery
South Bay Store,Express Distribution Co.,2025-11-09,Dress Shirt White M,Unit,40,22.58,BATCH-29654,,INV-200533,Quality checked and approved
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-18,Dress Shirt White M,Unit,41,22.75,BATCH-55109,,INV-603690,Quality checked and approved
Downtown Main Store,Eco-Friendly Suppliers,2026-02-02,Dress Black Size 8,Unit,53,36.69,BATCH-72830,,INV-982971,Promotional stock
Northpoint Outlet,Premium Grocers Supply,2025-12-12,Dress Black Size 8,Unit,36,38.39,BATCH-14928,,INV-144193,
Northpoint Outlet,Premium Grocers Supply,2026-01-12,Dress Black Size 8,Unit,27,30.96,BATCH-98061,,INV-192791,Rush delivery
Northpoint Outlet,Eco-Friendly Suppliers,2026-02-01,Dress Black Size 8,Unit,47,32.15,BATCH-34377,,INV-486328,Rush delivery
South Bay Store,Express Distribution Co.,2025-12-06,Dress Black Size 8,Unit,18,31.15,BATCH-76950,,INV-226135,
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-14,Dress Black Size 8,Unit,55,35.32,BATCH-51501,,INV-295579,Promotional stock
Eastgate Shopping Center,Premium Grocers Supply,2025-11-25,Dress Black Size 8,Unit,46,31.05,BATCH-86375,,INV-163405,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-26,Blouse White M,Unit,50,17.1,BATCH-85407,,INV-611448,Seasonal inventory
South Bay Store,Global Food Distributors,2025-11-12,Blouse White M,Unit,37,17.88,BATCH-57057,,INV-577654,Rush delivery
South Bay Store,Eco-Friendly Suppliers,2026-01-17,Blouse White M,Unit,73,17.02,BATCH-16497,,INV-702673,
South Bay Store,Quality Foods Ltd.,2025-11-20,Blouse White M,Unit,47,19.56,BATCH-12026,,INV-813312,
Westside Mall Branch,Regional Supply Chain,2025-12-08,Blouse White M,Unit,25,17.5,BATCH-26578,,INV-231264,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2025-11-11,Blouse White M,Unit,46,19.29,BATCH-78273,,INV-225623,
Downtown Main Store,Premium Grocers Supply,2025-12-12,Blouse White M,Unit,32,19.01,BATCH-32735,,INV-938370,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2025-12-04,Blouse White M,Unit,68,16.88,BATCH-64230,,INV-234091,Quality checked and approved
Downtown Main Store,Eco-Friendly Suppliers,2025-12-27,Blouse White M,Unit,26,15.92,BATCH-62915,,INV-942827,Promotional stock
Northpoint Outlet,Bulk Foods Warehouse,2025-12-31,Blouse White M,Unit,72,17.12,BATCH-67751,,INV-136157,Quality checked and approved
Westside Mall Branch,Express Distribution Co.,2025-12-06,Leggings Black S,Unit,70,13.5,BATCH-63823,,INV-950772,
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-21,Leggings Black S,Unit,68,12.38,BATCH-41591,,INV-897518,Rush delivery
Westside Mall Branch,Premium Grocers Supply,2025-12-05,Leggings Black S,Unit,60,13.7,BATCH-65025,,INV-438869,Promotional stock
Downtown Main Store,Mega Suppliers Inc.,2025-11-09,Leggings Black S,Unit,35,12.42,BATCH-37410,,INV-867068,Seasonal inventory
Northpoint Outlet,Eco-Friendly Suppliers,2025-11-14,Leggings Black S,Unit,75,13.08,BATCH-93296,,INV-999453,Rush delivery
Northpoint Outlet,Mega Suppliers Inc.,2026-01-11,Leggings Black S,Unit,71,13.74,BATCH-22181,,INV-484350,
Northpoint Outlet,Mega Suppliers Inc.,2025-12-15,Leggings Black S,Unit,34,14.31,BATCH-51052,,INV-722012,Promotional stock
Eastgate Shopping Center,Express Distribution Co.,2026-01-06,Leggings Black S,Unit,39,15.99,BATCH-94207,,INV-289130,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-22,Leggings Black S,Unit,79,14.04,BATCH-20519,,INV-109839,Promotional stock
Westside Mall Branch,Prime Importers,2025-11-13,Sneakers White Size 9,Unit,68,38.48,BATCH-27015,,INV-848830,Rush delivery
Westside Mall Branch,Quality Foods Ltd.,2025-11-27,Sneakers White Size 9,Unit,54,40.44,BATCH-42148,,INV-382697,
Westside Mall Branch,Quality Foods Ltd.,2025-11-30,Sneakers White Size 9,Unit,33,38.36,BATCH-85608,,INV-203552,
South Bay Store,Global Food Distributors,2026-01-06,Sneakers White Size 9,Unit,66,45.93,BATCH-18843,,INV-759579,
Eastgate Shopping Center,Regional Supply Chain,2025-12-25,Sneakers White Size 9,Unit,39,45.72,BATCH-35882,,INV-229031,
Northpoint Outlet,Bulk Foods Warehouse,2026-01-11,Sneakers White Size 9,Unit,66,47.31,BATCH-17094,,INV-182666,Seasonal inventory
Northpoint Outlet,Premium Grocers Supply,2025-11-08,Sneakers White Size 9,Unit,63,46.37,BATCH-81424,,INV-924522,Promotional stock
Northpoint Outlet,Express Distribution Co.,2025-11-29,Sneakers White Size 9,Unit,21,36.99,BATCH-43938,,INV-909078,Quality checked and approved
Downtown Main Store,Global Food Distributors,2025-12-07,Sneakers White Size 9,Unit,29,47.09,BATCH-41671,,INV-115711,
Downtown Main Store,Mega Suppliers Inc.,2025-11-12,Sneakers White Size 9,Unit,68,44.95,BATCH-50960,,INV-185360,
Downtown Main Store,Express Distribution Co.,2026-01-01,Running Shoes Black Size 10,Unit,32,47.04,BATCH-20140,,INV-140637,Quality checked and approved
Downtown Main Store,Express Distribution Co.,2025-11-19,Running Shoes Black Size 10,Unit,36,45.21,BATCH-99402,,INV-663695,Promotional stock
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-04,Running Shoes Black Size 10,Unit,69,50.16,BATCH-13052,,INV-334398,Quality checked and approved
Eastgate Shopping Center,Prime Importers,2026-01-03,Running Shoes Black Size 10,Unit,59,52.15,BATCH-62432,,INV-929952,
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-09,Running Shoes Black Size 10,Unit,37,48.44,BATCH-63138,,INV-527387,
South Bay Store,Bulk Foods Warehouse,2026-01-30,Running Shoes Black Size 10,Unit,21,42.69,BATCH-32868,,INV-954052,
South Bay Store,Prime Importers,2025-11-09,Running Shoes Black Size 10,Unit,66,50.85,BATCH-44304,,INV-266191,
Downtown Main Store,Mega Suppliers Inc.,2025-12-26,Socks Cotton 6-Pack,Unit,68,9.9,BATCH-36659,,INV-356356,
Downtown Main Store,Regional Supply Chain,2026-01-20,Socks Cotton 6-Pack,Unit,91,9.72,BATCH-48630,,INV-744413,Promotional stock
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-11-23,Socks Cotton 6-Pack,Unit,112,7.8,BATCH-82176,,INV-954193,
Westside Mall Branch,Premium Grocers Supply,2025-12-03,Socks Cotton 6-Pack,Unit,95,9.64,BATCH-92876,,INV-957848,
Westside Mall Branch,FreshFarm Wholesale Co.,2025-12-31,Socks Cotton 6-Pack,Unit,55,9.23,BATCH-89868,,INV-876928,
South Bay Store,Premium Grocers Supply,2025-11-16,Socks Cotton 6-Pack,Unit,114,10.34,BATCH-73540,,INV-905504,Rush delivery
South Bay Store,Premium Grocers Supply,2025-12-21,Socks Cotton 6-Pack,Unit,121,10.32,BATCH-38088,,INV-680608,Seasonal inventory
Northpoint Outlet,Premium Grocers Supply,2025-11-15,Baseball Cap Black,Unit,28,13.72,BATCH-73739,,INV-997726,Promotional stock
Northpoint Outlet,FreshFarm Wholesale Co.,2025-12-13,Baseball Cap Black,Unit,29,12.78,BATCH-68579,,INV-186109,Rush delivery
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-24,Baseball Cap Black,Unit,45,12.35,BATCH-40962,,INV-864163,
Downtown Main Store,Prime Importers,2025-12-02,Baseball Cap Black,Unit,32,14.14,BATCH-12317,,INV-845004,Seasonal inventory
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-21,Baseball Cap Black,Unit,61,15.18,BATCH-26760,,INV-322793,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2025-11-18,Baseball Cap Black,Unit,82,11.43,BATCH-81655,,INV-535512,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2026-01-17,Baseball Cap Black,Unit,68,13.8,BATCH-10862,,INV-581928,
Westside Mall Branch,Mega Suppliers Inc.,2025-12-14,Baseball Cap Black,Unit,40,11.72,BATCH-79560,,INV-488773,Quality checked and approved
South Bay Store,Global Food Distributors,2026-01-11,Baseball Cap Black,Unit,49,12.76,BATCH-87749,,INV-507122,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-12-23,Winter Scarf Wool,Unit,45,16.89,BATCH-84877,,INV-940493,
Westside Mall Branch,Prime Importers,2025-12-31,Winter Scarf Wool,Unit,58,17.68,BATCH-73449,,INV-502331,
Westside Mall Branch,Regional Supply Chain,2025-11-11,Winter Scarf Wool,Unit,36,16.19,BATCH-95264,,INV-734090,
Northpoint Outlet,Mega Suppliers Inc.,2025-12-28,Winter Scarf Wool,Unit,35,13.81,BATCH-96849,,INV-204855,
South Bay Store,Bulk Foods Warehouse,2025-12-06,Belt Leather Brown,Unit,91,18.66,BATCH-15955,,INV-632299,
South Bay Store,Global Food Distributors,2025-11-26,Belt Leather Brown,Unit,57,16.5,BATCH-46569,,INV-555362,
South Bay Store,FreshFarm Wholesale Co.,2025-11-15,Belt Leather Brown,Unit,102,16.6,BATCH-48014,,INV-338765,Promotional stock
Downtown Main Store,Bulk Foods Warehouse,2025-11-23,Belt Leather Brown,Unit,100,17.12,BATCH-70046,,INV-438011,
Downtown Main Store,Quality Foods Ltd.,2025-12-02,Belt Leather Brown,Unit,81,15.49,BATCH-46704,,INV-363355,Quality checked and approved
Downtown Main Store,Bulk Foods Warehouse,2026-01-01,Belt Leather Brown,Unit,31,18.49,BATCH-29989,,INV-819280,
Eastgate Shopping Center,Premium Grocers Supply,2025-11-26,Belt Leather Brown,Unit,39,17.8,BATCH-11497,,INV-178972,Seasonal inventory
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-09,Belt Leather Brown,Unit,79,16.39,BATCH-55782,,INV-473262,Rush delivery
Eastgate Shopping Center,Eco-Friendly Suppliers,2026-01-29,Belt Leather Brown,Unit,52,19.01,BATCH-66763,,INV-694425,Promotional stock
Northpoint Outlet,Mega Suppliers Inc.,2026-01-01,Sunglasses UV Protection,Unit,77,18.71,BATCH-87180,,INV-240885,
Northpoint Outlet,Prime Importers,2025-12-23,Sunglasses UV Protection,Unit,80,23.26,BATCH-79735,,INV-866016,
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-15,Sunglasses UV Protection,Unit,84,23.72,BATCH-75489,,INV-653480,Seasonal inventory
Eastgate Shopping Center,Premium Grocers Supply,2026-01-26,Sunglasses UV Protection,Unit,47,18.66,BATCH-29280,,INV-226341,Seasonal inventory
Eastgate Shopping Center,Express Distribution Co.,2025-12-14,Sunglasses UV Protection,Unit,81,19.99,BATCH-62889,,INV-162097,
South Bay Store,FreshFarm Wholesale Co.,2026-01-19,Sunglasses UV Protection,Unit,57,19.63,BATCH-34869,,INV-740603,Quality checked and approved
South Bay Store,Premium Grocers Supply,2025-12-13,Sunglasses UV Protection,Unit,75,23.13,BATCH-16824,,INV-588626,
Westside Mall Branch,Prime Importers,2025-11-27,Sunglasses UV Protection,Unit,84,20.6,BATCH-98840,,INV-830263,
Downtown Main Store,Eco-Friendly Suppliers,2025-12-17,Sunglasses UV Protection,Unit,39,21.96,BATCH-61491,,INV-282157,
Downtown Main Store,Eco-Friendly Suppliers,2026-01-26,Sunglasses UV Protection,Unit,54,22.05,BATCH-30256,,INV-279618,
Downtown Main Store,Eco-Friendly Suppliers,2026-01-06,Sunglasses UV Protection,Unit,33,23.05,BATCH-61386,,INV-617694,Seasonal inventory
Eastgate Shopping Center,Express Distribution Co.,2026-01-19,Backpack 20L Black,Unit,51,29.2,BATCH-31777,,INV-837879,
South Bay Store,Prime Importers,2025-11-28,Backpack 20L Black,Unit,45,27.92,BATCH-97182,,INV-674612,Seasonal inventory
South Bay Store,Express Distribution Co.,2026-01-09,Backpack 20L Black,Unit,20,24.72,BATCH-83973,,INV-236222,
Northpoint Outlet,FreshFarm Wholesale Co.,2026-01-04,Backpack 20L Black,Unit,20,26.12,BATCH-98782,,INV-392820,Rush delivery
Northpoint Outlet,Express Distribution Co.,2025-11-21,Backpack 20L Black,Unit,53,29.74,BATCH-20091,,INV-305262,
Westside Mall Branch,Global Food Distributors,2025-12-28,Backpack 20L Black,Unit,48,25.08,BATCH-62156,,INV-944554,Quality checked and approved
Downtown Main Store,Regional Supply Chain,2026-01-21,Backpack 20L Black,Unit,28,24.83,BATCH-21007,,INV-548161,Promotional stock
Downtown Main Store,Prime Importers,2026-02-02,Backpack 20L Black,Unit,52,26.31,BATCH-61919,,INV-278635,Promotional stock
Northpoint Outlet,Express Distribution Co.,2025-12-28,Handbag Leather Brown,Unit,39,52.41,BATCH-88021,,INV-180305,Rush delivery
Northpoint Outlet,Premium Grocers Supply,2025-11-19,Handbag Leather Brown,Unit,23,63.79,BATCH-69231,,INV-163073,Seasonal inventory
Downtown Main Store,Mega Suppliers Inc.,2026-01-03,Handbag Leather Brown,Unit,11,61.77,BATCH-66948,,INV-916197,
Downtown Main Store,Global Food Distributors,2025-12-08,Handbag Leather Brown,Unit,13,61.9,BATCH-68680,,INV-101602,Seasonal inventory
Downtown Main Store,Mega Suppliers Inc.,2025-12-31,Handbag Leather Brown,Unit,41,58.73,BATCH-18088,,INV-220105,
Westside Mall Branch,Quality Foods Ltd.,2025-12-02,Handbag Leather Brown,Unit,40,51.65,BATCH-39268,,INV-973556,
Westside Mall Branch,Premium Grocers Supply,2025-12-20,Handbag Leather Brown,Unit,10,54.19,BATCH-38236,,INV-458967,
South Bay Store,Eco-Friendly Suppliers,2025-11-09,Handbag Leather Brown,Unit,15,59.29,BATCH-91028,,INV-804933,
South Bay Store,Mega Suppliers Inc.,2026-01-25,Handbag Leather Brown,Unit,26,57.58,BATCH-77425,,INV-651332,
Westside Mall Branch,Premium Grocers Supply,2026-01-24,Laptop Bag 15-inch,Unit,21,38.56,BATCH-22232,,INV-208071,Promotional stock
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-08,Laptop Bag 15-inch,Unit,42,39.84,BATCH-27167,,INV-196774,Seasonal inventory
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-01,Laptop Bag 15-inch,Unit,31,39.68,BATCH-90854,,INV-100199,Seasonal inventory
Eastgate Shopping Center,Regional Supply Chain,2026-01-04,Laptop Bag 15-inch,Unit,54,39.69,BATCH-47877,,INV-803275,Promotional stock
Eastgate Shopping Center,Premium Grocers Supply,2025-11-23,Laptop Bag 15-inch,Unit,29,38.12,BATCH-37922,,INV-690369,
South Bay Store,Premium Grocers Supply,2026-01-17,Laptop Bag 15-inch,Unit,38,38.22,BATCH-42520,,INV-242885,
South Bay Store,Regional Supply Chain,2025-12-07,Laptop Bag 15-inch,Unit,22,37.24,BATCH-69923,,INV-354574,
South Bay Store,Prime Importers,2025-12-21,Laptop Bag 15-inch,Unit,45,36.51,BATCH-36453,,INV-405757,Promotional stock
Downtown Main Store,Regional Supply Chain,2025-12-02,Laptop Bag 15-inch,Unit,44,34.1,BATCH-13073,,INV-435982,
Westside Mall Branch,FreshFarm Wholesale Co.,2026-01-18,Gym Duffel Bag,Unit,22,24.39,BATCH-31817,,INV-134881,Seasonal inventory
Westside Mall Branch,Premium Grocers Supply,2026-02-01,Gym Duffel Bag,Unit,55,27.33,BATCH-66488,,INV-389296,Promotional stock
